Date,VN-Index,S&P500,STOXX,VND/USD,VND/EUR,interest rate,inflation,GDP
8/3/2007,892.88,1433.060059,372.0299988,15821,21728,6.5,8.71,19685.42
8/6/2007,883.9,1467.670044,368.6400146,15936,21904,6.5,8.71,19685.42
8/7/2007,896.91,1476.709961,373.6199951,15924,21874,6.5,8.71,19685.42
8/8/2007,910.05,1497.48999,381.0499878,15955,21824,6.5,8.71,19685.42
8/9/2007,938.21,1453.089966,374.269989,15976,21705,6.5,8.71,19685.42
8/10/2007,935.68,1453.640015,362.769989,15976,21705,6.5,8.71,19685.42
8/13/2007,909.15,1452.920044,370.9100037,15968,21614,6.5,8.71,19685.42
8/14/2007,923.15,1426.540039,366.3399963,15997,21469,6.5,8.71,19685.42
8/15/2007,915.34,1406.699951,365.3599854,16013,21347,6.5,8.71,19685.42
8/16/2007,900.26,1411.27002,352.3699951,15905,21453,6.5,8.71,19685.42
8/17/2007,887.93,1445.939941,359.980011,15905,21453,6.5,8.71,19685.42
8/20/2007,890.02,1445.550049,362.3299866,16001,21540,6.5,8.71,19685.42
8/21/2007,895.72,1447.119995,362.3900146,16002,21518,6.5,8.71,19685.42
8/22/2007,892.07,1464.069946,368.6199951,15973,21662,6.5,8.71,19685.42
8/23/2007,887.62,1462.5,369.3299866,15973,21706,6.5,8.71,19685.42
8/24/2007,905.48,1479.369995,370.519989,15973,21706,6.5,8.71,19685.42
8/27/2007,909.07,1466.790039,371.0899963,16035,21803,6.5,8.71,19685.42
8/28/2007,902.58,1432.359985,364.6600037,16059,21733,6.5,8.71,19685.42
8/29/2007,901.17,1463.76001,366.8099976,15922,21713,6.5,8.71,19685.42
8/30/2007,903.94,1457.640015,370.9899902,15979,21794,6.5,8.71,19685.42
8/31/2007,908.37,1473.98999,375.9400024,15979,21794,6.5,8.71,19685.42
9/4/2007,929.85,1489.420044,379.4700012,15886,21677,6.5,8.93,19685.42
9/5/2007,925.57,1472.290039,372.6600037,15913,21783,6.5,8.93,19685.42
9/6/2007,928.36,1478.550049,373.8399963,15916,21831,6.5,8.93,19685.42
9/7/2007,934.13,1453.550049,365.5799866,15916,21831,6.5,8.93,19685.42
9/10/2007,927.14,1451.699951,362.230011,16235,22053,6.5,8.93,19685.42
9/11/2007,920.48,1471.48999,368.4100037,15910,22128,6.5,8.93,19685.42
9/12/2007,921.19,1471.560059,369.230011,15975,22154,6.5,8.93,19685.42
9/13/2007,921.31,1483.949951,372.2099915,15965,22139,6.5,8.93,19685.42
9/14/2007,930.46,1484.25,367.75,15965,22139,6.5,8.93,19685.42
9/17/2007,934.74,1476.650024,362.1799927,15957,22105,6.5,8.93,19685.42
9/18/2007,935.17,1519.780029,367.6700134,15930,22248,6.5,8.93,19685.42
9/19/2007,946.22,1529.030029,377.5299988,15922,22309,6.5,8.93,19685.42
9/20/2007,963.61,1518.75,374.9500122,15880,22352,6.5,8.93,19685.42
9/21/2007,958.67,1525.75,376.7399902,15880,22352,6.5,8.93,19685.42
9/24/2007,975.82,1517.72998,376.5499878,15915,22295,6.5,8.93,19685.42
9/25/2007,1009.88,1517.209961,372.3999939,15816,22342,6.5,8.93,19685.42
9/26/2007,1015.91,1525.420044,375.0299988,15825,22374,6.5,8.93,19685.42
9/27/2007,1014.09,1531.380005,377.9599915,15805,22417,6.5,8.93,19685.42
9/28/2007,1046.86,1526.75,377.8599854,15805,22417,6.5,8.93,19685.42
10/1/2007,1084.39,1547.040039,380.8599854,15800,22358,6.5,9.47,20679.51
10/2/2007,1099.48,1546.630005,382.7799988,15860,22358,6.5,9.47,20679.51
10/3/2007,1106.6,1539.589966,383.5899963,15861,22298,6.5,9.47,20679.51
10/4/2007,1087.76,1542.839966,384.1799927,15774,22326,6.5,9.47,20679.51
10/5/2007,1081.63,1557.589966,386.9299927,15774,22326,6.5,9.47,20679.51
10/8/2007,1084.87,1552.579956,385.8599854,15845,22171,6.5,9.47,20679.51
10/9/2007,1097.36,1565.150024,387.8399963,15788,22349,6.5,9.47,20679.51
10/10/2007,1104.67,1562.469971,388.230011,15803,22437,6.5,9.47,20679.51
10/11/2007,1099.3101,1554.410034,390.4299927,15815,22405,6.5,9.47,20679.51
10/12/2007,1104.61,1561.800049,390.6300049,15815,22405,6.5,9.47,20679.51
10/15/2007,1105.21,1548.709961,386.9500122,15850,22362,6.5,9.47,20679.51
10/16/2007,1103.88,1538.530029,384.0299988,15782,22386,6.5,9.47,20679.51
10/17/2007,1101.29,1541.23999,386.6199951,15768,22527,6.5,9.47,20679.51
10/18/2007,1088.6801,1540.079956,383.3599854,15798,22584,6.5,9.47,20679.51
10/19/2007,1097.0699,1500.630005,380.8800049,15798,22584,6.5,9.47,20679.51
10/22/2007,1085.74,1506.329956,375.8200073,15827,22462,6.5,9.47,20679.51
10/23/2007,1075.29,1519.589966,379.7799988,15766,22457,6.5,9.47,20679.51
10/24/2007,1096.2,1515.880005,377.4500122,15783,22612,6.5,9.47,20679.51
10/25/2007,1095.53,1514.400024,381.8299866,15782,22705,6.5,9.47,20679.51
10/26/2007,1092.48,1535.280029,383.9500122,15782,22705,6.5,9.47,20679.51
10/29/2007,1064.2,1540.97998,386.6000061,15813,22775,6.5,9.47,20679.51
10/30/2007,1069.78,1531.02002,384.8999939,15809,22742,6.5,9.47,20679.51
10/31/2007,1065.09,1549.380005,388.4299927,15798,22841,6.5,9.47,20679.51
11/1/2007,1075.92,1508.439941,382.5700073,15801,22799,6.5,10.12,20679.51
11/2/2007,1066.63,1509.650024,379.9200134,15798,22882,6.5,10.12,20679.51
11/5/2007,1047.15,1502.170044,377.3200073,15801,22862,6.5,10.12,20679.51
11/6/2007,1031.71,1520.27002,378.6400146,15797,22980,6.5,10.12,20679.51
11/7/2007,1031.2,1475.619995,375.5799866,15857,23195,6.5,10.12,20679.51
11/8/2007,1026.47,1474.77002,373.480011,15800,23168,6.5,10.12,20679.51
11/9/2007,1018.29,1453.699951,367.5700073,15813,23190,6.5,10.12,20679.51
11/12/2007,1006.12,1439.180054,367.6900024,15818,22983,6.5,10.12,20679.51
11/13/2007,973.59,1481.050049,368.519989,15775,23055,6.5,10.12,20679.51
11/14/2007,993.75,1470.579956,370.4599915,15830,23185,6.5,10.12,20679.51
11/15/2007,1002.71,1451.150024,365.8200073,15807,23100,6.5,10.12,20679.51
11/16/2007,998.22,1458.73999,362.7200012,15799,23043,6.5,10.12,20679.51
11/19/2007,998.75,1433.27002,354.7000122,15786,23105,6.5,10.12,20679.51
11/20/2007,983.52,1439.699951,358.6499939,15776,23337,6.5,10.12,20679.51
11/21/2007,971.49,1416.77002,349.1799927,15746,23345,6.5,10.12,20679.51
11/22/2007,977.17,1416.77002,351.8599854,15758,23401,6.5,10.12,20679.51
11/23/2007,975.92,1440.699951,357.7399902,15773,23383,6.5,10.12,20679.51
11/26/2007,991.38,1407.219971,355.7799988,16045,23383,6.5,10.12,20679.51
11/27/2007,988.08,1428.22998,354.269989,15806,23442,6.5,10.12,20679.51
11/28/2007,984.57,1469.02002,364.0899963,15804,23250,6.5,10.12,20679.51
11/29/2007,980.09,1469.719971,365.7200012,15758,23251,6.5,10.12,20679.51
11/30/2007,972.35,1481.140015,370.3599854,16037,23286,6.5,10.12,20679.51
12/3/2007,987.96,1472.420044,368.8099976,16042,23094,6.5,12.75,20679.51
12/4/2007,988.91,1462.790039,363.3399963,15761,23207,6.5,12.75,20679.51
12/5/2007,976.21,1485.01001,369.6099854,16035,23209,6.5,12.75,20679.51
12/6/2007,974.46,1507.339966,369.8699951,16033,22951,6.5,12.75,20679.51
12/7/2007,974.63,1504.660034,372.8800049,15777,23102,6.5,12.75,20679.51
12/10/2007,958.48,1515.959961,375.0599976,15769,23149,6.5,12.75,20679.51
12/11/2007,941.04,1477.650024,373.5499878,15773,23126,6.5,12.75,20679.51
12/12/2007,946.32,1486.589966,374.75,15770,23152,6.5,12.75,20679.51
12/13/2007,930.36,1488.410034,365.6099854,15847,23176,6.5,12.75,20679.51
12/14/2007,922.09,1467.949951,367.2399902,15827,22845,6.5,12.75,20679.51
12/17/2007,911.15,1445.900024,360.8299866,15829,22677,6.5,12.75,20679.51
12/18/2007,919.6,1454.97998,360.4299927,15753,22677,6.5,12.75,20679.51
12/19/2007,946.78,1453,358.7399902,15793,22706,6.5,12.75,20679.51
12/20/2007,930.45,1460.119995,359.4599915,15775,22589,6.5,12.75,20679.51
12/21/2007,935.07,1484.459961,364.4899902,15755,22665,6.5,12.75,20679.51
12/24/2007,930.86,1496.449951,364.4899902,16028,22665,6.5,12.75,20679.51
12/25/2007,918.43,1496.449951,364.4899902,15740,22665,6.5,12.75,20679.51
12/26/2007,924.37,1497.660034,364.4899902,16020,22665,6.5,12.75,20679.51
12/27/2007,921.75,1476.27002,365.0899963,15755,22864,6.5,12.75,20679.51
12/28/2007,927.02,1478.48999,364.3900146,15736,23155,6.5,12.75,20679.51
1/2/2008,921.07,1447.160034,364.3900146,15990,23098,6.5,14.2,21729.53
1/3/2008,908.25,1447.160034,358.9500122,15751,23222,6.5,14.2,21729.53
1/4/2008,903.09,1411.630005,352,15754,23133,6.5,14.2,21729.53
1/7/2008,887.08,1416.180054,351.269989,15724,23093,6.5,14.2,21729.53
1/8/2008,893.74,1390.189941,353.4299927,15724,23138,6.5,14.2,21729.53
1/9/2008,878.41,1409.130005,348.769989,15766,23115,6.5,14.2,21729.53
1/10/2008,850.07,1420.329956,345.3800049,15748,23050,6.5,14.2,21729.53
1/11/2008,860.77,1401.02002,343.6900024,15708,23227,6.5,14.2,21729.53
1/14/2008,841,1416.25,344.7799988,15749,23407,6.5,14.2,21729.53
1/15/2008,808.83,1380.949951,335.9400024,15806,23367,6.5,14.2,21729.53
1/16/2008,846.07,1373.199951,332.75,15849,23224,6.5,14.2,21729.53
1/17/2008,833.81,1333.25,331.0700073,15730,23029,6.5,14.2,21729.53
1/18/2008,847.05,1325.189941,327.5299988,15975,23029,6.5,14.2,21729.53
1/21/2008,833.88,1325.189941,308.769989,15765,23029,6.5,14.2,21729.53
1/22/2008,807.74,1310.5,315.5499878,15779,22785,6.5,14.2,21729.53
1/23/2008,776.68,1338.599976,306.0299988,15648,22902,6.5,14.2,21729.53
1/24/2008,764.13,1352.069946,322.0799866,15671,23058,6.5,14.2,21729.53
1/25/2008,776.04,1330.609985,322.230011,15747,23104,6.5,14.2,21729.53
1/28/2008,785.07,1353.959961,318.7000122,15722,23145,6.5,14.2,21729.53
1/29/2008,811.61,1362.300049,324.3099976,15726,23221,6.5,14.2,21729.53
1/30/2008,843.1,1355.810059,322.1900024,15658,23266,6.5,14.2,21729.53
1/31/2008,844.11,1378.550049,322.1600037,15720,23353,6.5,14.2,21729.53
2/1/2008,859.62,1395.420044,328.4200134,15960,23399,7.5,15.77,21729.53
2/12/2008,841.23,1348.859985,323.0299988,15734,22795,7.5,15.77,21729.53
2/13/2008,817.86,1367.209961,323.2999878,15701,22879,7.5,15.77,21729.53
2/14/2008,823.46,1348.859985,323.6600037,15709,22920,7.5,15.77,21729.53
2/15/2008,816.03,1349.98999,317.3599854,15693,23026,7.5,15.77,21729.53
2/18/2008,782.57,1349.98999,323.5299988,15679,22931,7.5,15.77,21729.53
2/19/2008,776.79,1348.780029,324.1600037,15697,23118,7.5,15.77,21729.53
2/20/2008,744.92,1360.030029,320.3299866,15698,22996,7.5,15.77,21729.53
2/21/2008,710.45,1342.530029,322.4299927,15625,23065,7.5,15.77,21729.53
2/22/2008,687.1,1353.109985,319.8800049,15688,23254,7.5,15.77,21729.53
2/25/2008,715.04,1371.800049,325.2999878,15682,23213,7.5,15.77,21729.53
2/26/2008,692.91,1381.290039,330.0100098,15661,23316,7.5,15.77,21729.53
2/27/2008,686.49,1380.02002,329.3900146,15672,23586,7.5,15.77,21729.53
2/28/2008,678.12,1367.680054,323.3399963,15618,23650,7.5,15.77,21729.53
2/29/2008,663.3,1330.630005,318.9500122,15673,23805,7.5,15.77,21729.53
3/3/2008,635.24,1331.339966,314.4599915,15654,23794,7.5,19.48,21729.53
3/4/2008,608.88,1326.75,310.2600098,15676,23834,7.5,19.48,21729.53
3/5/2008,583.45,1333.699951,315.6099854,15865,23783,7.5,19.48,21729.53
3/6/2008,611.17,1304.339966,311.4200134,15657,23990,7.5,19.48,21729.53
3/7/2008,640.14,1293.369995,307.980011,15655,24138,7.5,19.48,21729.53
3/10/2008,658.29,1273.369995,304.1499939,15633,24009,7.5,19.48,21729.53
3/11/2008,638.71,1320.650024,307.8200073,15745,24150,7.5,19.48,21729.53
3/12/2008,643.9,1308.77002,311.480011,15727,24142,7.5,19.48,21729.53
3/13/2008,647.6,1315.47998,307.2600098,15612,24329,7.5,19.48,21729.53
3/14/2008,643.8,1288.140015,304.1499939,15603,24273,7.5,19.48,21729.53
3/17/2008,615.71,1276.599976,290.2600098,15800,24630,7.5,19.48,21729.53
3/18/2008,588.26,1330.73999,300.5700073,15614,24677,7.5,19.48,21729.53
3/19/2008,573.45,1298.420044,297.480011,15658,24488,7.5,19.48,21729.53
3/20/2008,564.82,1329.51001,296.8299866,15582,24071,7.5,19.48,21729.53
3/21/2008,545.68,1329.51001,296.8299866,15591,24071,7.5,19.48,21729.53
3/24/2008,521.07,1349.880005,296.8299866,15675,24071,7.5,19.48,21729.53
3/25/2008,496.64,1352.98999,306.6300049,15551,24243,7.5,19.48,21729.53
3/26/2008,504.67,1341.130005,304.6300049,15575,24659,7.5,19.48,21729.53
3/27/2008,508.75,1325.76001,308.4599915,15841,25042,7.5,19.48,21729.53
3/28/2008,512.7,1315.219971,306.6900024,15933,25108,7.5,19.48,21729.53
3/31/2008,516.85,1322.699951,305.9599915,16115,25108,7.5,19.48,21729.53
4/1/2008,520.99,1370.180054,316.0700073,15878,24812,7.5,21.5,24335.84
4/2/2008,525.11,1367.530029,319.6600037,15836,24679,7.5,21.5,24335.84
4/3/2008,529.23,1369.310059,317.9700012,15855,24946,7.5,21.5,24335.84
4/4/2008,533,1370.400024,319.1499939,15855,24946,7.5,21.5,24335.84
4/7/2008,542.33,1372.540039,322.0100098,15884,24945,7.5,21.5,24335.84
4/8/2008,548.56,1365.540039,318.7399902,15872,24926,7.5,21.5,24335.84
4/9/2008,552.05,1354.48999,316.5299988,15996,25187,7.5,21.5,24335.84
4/10/2008,545.73,1360.550049,315.2399902,15861,25093,7.5,21.5,24335.84
4/11/2008,539.01,1332.829956,310.7399902,15861,25093,7.5,21.5,24335.84
4/16/2008,531.38,1364.709961,314.9500122,15893,25262,7.5,21.5,24335.84
4/17/2008,537.58,1365.560059,313.1700134,15970,25125,7.5,21.5,24335.84
4/18/2008,537.31,1390.329956,320.6900024,15970,25125,7.5,21.5,24335.84
4/21/2008,534.92,1388.170044,316.9599915,15848,25279,7.5,21.5,24335.84
4/22/2008,530.62,1375.939941,315.5,15965,25316,7.5,21.5,24335.84
4/23/2008,521.95,1379.930054,317.4100037,15945,24981,7.5,21.5,24335.84
4/24/2008,518.42,1388.819946,317.6499939,15928,24723,7.5,21.5,24335.84
4/25/2008,515.88,1397.839966,321.7000122,15928,24723,7.5,21.5,24335.84
4/28/2008,519.42,1396.369995,323.6199951,15876,24713,7.5,21.5,24335.84
4/29/2008,522.36,1390.939941,320.6700134,15868,24658,7.5,21.5,24335.84
5/5/2008,521.28,1407.48999,328.2799988,15846,24638,7.5,25.24,24335.84
5/6/2008,518.35,1418.26001,326.6900024,15912,24511,7.5,25.24,24335.84
5/7/2008,515.26,1392.569946,329.3500061,15827,24375,7.5,25.24,24335.84
5/8/2008,507.94,1397.680054,329.2799988,15950,24565,7.5,25.24,24335.84
